job_id,num_gpu,submit_time,iterations,model_name,duration,interval
747,1,23419,0,resnet50,3,0
748,1,23423,0,resnet50,11,0
749,1,23435,0,resnet50,3,0
750,1,23440,0,vgg11,16,0
751,1,23457,0,vgg11,7,0
752,1,23465,0,vgg11,3,0
753,1,23469,0,vgg11,3,0
754,1,23474,0,vgg11,3,0
755,1,23478,0,vgg11,3,0
756,1,23483,0,vgg11,19,0
757,1,23503,0,vgg11,3,0
758,1,23508,0,vgg11,3,0
759,1,23512,0,vgg11,3,0
760,1,23517,0,vgg11,3,0
761,1,23521,0,vgg11,3,0
762,1,23525,0,vgg11,8,0
763,1,23538,0,inception3,6,0
764,1,23546,0,inception3,3,0
765,1,23550,0,inception3,8,0
766,1,23559,0,inception3,3,0
767,1,23563,0,inception3,3,0
768,1,23567,0,inception3,3,0
769,1,23571,0,inception3,3,0
770,1,23576,0,inception3,3,0
771,1,23580,0,inception3,3,0
772,1,23584,0,inception3,7,0
773,1,23592,0,inception3,3,0
774,1,23597,0,inception3,7,0
