job_id,num_gpu,submit_time,iterations,model_name,duration,interval
580,1,21058,0,resnet152,2,0
581,1,21061,0,vgg19,2,0
582,1,21063,0,vgg19,2,0
583,1,21067,0,vgg19,2,0
584,1,21072,0,vgg19,2,0
585,1,21074,0,vgg19,2,0
586,1,21079,0,vgg19,2,0
587,1,21083,0,vgg19,4,0
588,1,21089,0,vgg16,3,0
589,1,21094,0,vgg16,2,0
590,1,21098,0,vgg16,2,0
591,1,21103,0,vgg16,2,0
592,1,21107,0,vgg16,2,0
593,1,21112,0,vgg16,2,0
594,1,21117,0,vgg16,3,0
595,1,21122,0,vgg16,2,0
596,1,21125,0,vgg16,2,0
597,1,21131,0,resnet101,2,0
598,1,21134,0,resnet101,2,0
599,1,21138,0,resnet101,2,0
600,1,21142,0,resnet101,3,0
601,1,21151,0,resnet101,3,0
602,1,21156,0,resnet101,2,0
603,1,21159,0,resnet101,3,0
604,1,21163,0,resnet101,2,0
605,1,21168,0,resnet101,2,0
606,1,21170,0,resnet101,2,0
607,1,21173,0,alexnet,2,0
608,1,21182,0,alexnet,3,0
609,1,21187,0,alexnet,2,0
610,1,21193,0,alexnet,2,0
611,1,21196,0,resnet101,3,0
612,1,21200,0,resnet101,3,0
613,1,21205,0,resnet101,3,0
614,1,21210,0,resnet101,3,0
615,1,21213,0,resnet101,2,0
616,1,21216,0,resnet101,2,0
617,1,21221,0,resnet101,2,0
618,1,21223,0,resnet101,2,0
619,1,21225,0,resnet101,2,0
620,1,21227,0,resnet101,2,0
621,1,21230,0,inception3,3,0
622,1,21235,0,inception3,3,0
623,1,21240,0,inception3,3,0
624,1,21246,0,inception3,2,0
625,1,21250,0,inception3,2,0
626,1,21254,0,inception3,2,0
627,1,21256,0,inception3,4,0
628,1,21263,0,inception3,2,0
629,1,21268,0,inception3,3,0
630,1,21273,0,inception3,4,0
631,1,21278,0,inception3,4,0
632,1,21284,0,vgg19,3,0
633,1,21288,0,inception3,2,0
634,1,21290,0,inception3,2,0
635,1,21294,0,inception3,2,0
636,1,21299,0,inception3,3,0
637,1,21304,0,inception3,3,0
638,1,21310,0,inception3,2,0
639,1,21312,0,inception3,2,0
640,1,21314,0,inception3,2,0
641,1,21316,0,inception3,2,0
642,1,21321,0,inception3,3,0
643,1,21326,0,inception3,4,0
644,1,21331,0,inception3,2,0
645,1,21336,0,inception3,3,0
646,1,21341,0,inception3,2,0
647,1,21344,0,resnet50,4,0
648,1,21348,0,resnet50,2,0
649,1,21350,0,resnet50,2,0
650,1,21354,0,resnet50,2,0
651,1,21358,0,resnet50,3,0
652,1,21363,0,resnet101,2,0
653,1,21368,0,resnet101,2,0
654,1,21372,0,resnet101,2,0
655,1,21376,0,vgg19,3,0
